gene,ctrl_1,ctrl_2,ctrl_3,lps_1,lps_2,lps_3
Gm5974,0,0,0,0,0,0
Gm23240,0,0,0,0,0,0
Gm28830,0,0,0,0,0,0
Gm8354,0,0,0,0,0,0
Gm19124,0,0,0,0,0,0
Gm8357,0,0,0,0,0,0
ENSMUSG00002076043,0,0,0,0,0,0
Gm28740,0,0,0,0,0,0
Gm8367,0,0,0,0,0,0
C230029F24Rik,0,0,0,0,0,0
Gm6757,0,0,0,0,0,0
Gm3605,0,0,0,0,0,0
Gm28388,0,0,0,0,0,0
Gm8384,0,0,0,0,0,0
4933411E06Rik,0,0,0,0,0,0
Gm8391,0,0,0,0,0,0
ENSMUSG00002075839,0,0,0,0,0,0
Gm29665,1,0,0,0,0,0
Gm20118,0,0,0,0,0,0
7SK|ENSMUSG00002075589.1,0,0,0,0,0,0
Gm28321,0,0,0,0,0,0
Tmeff2,0,0,0,0,0,0
Gm28322,0,0,0,0,0,0
ENSMUSG00002075527,0,0,0,0,0,0
Gm28319,0,0,0,0,0,0
Gm28320,0,0,0,0,0,0
Gm29325,0,0,0,0,0,0
9330175M20Rik,0,0,0,0,0,0
Cavin2,19,4,15,12,4,17
Gm5253,0,0,0,0,0,0
1700072G22Rik,0,0,0,0,0,0
Nabp1,1064,615,666,520,510,471
Gm17767,2,1,0,0,0,0
Gm37535,0,0,0,0,0,0
Gm28055,0,0,0,0,0,0
Myo1b,174,116,142,158,109,65
Gm29453,0,0,0,0,0,0
Gm28323,0,0,0,0,0,0
Gm8419,0,0,1,0,0,0
ENSMUSG00002075355,0,0,0,0,0,0
Gm8420,0,0,0,1,0,0
Stat4,50,48,29,43,56,46
Gm28177,4,0,0,0,0,4
Gm3940,0,2,0,0,0,0
Gm31812,5,2,0,0,0,0
Stat1,1547,735,821,7389,6511,6196
Gm18301,0,0,0,0,1,0
Gls,5103,3269,3273,4584,4038,3674
Gm5975,0,0,0,0,0,0
Gm23460,0,0,0,0,0,0
Nab1,3548,2551,2617,4173,3696,3481
Gm5976,7,5,1,0,0,2
Rps27a-ps1,0,1,3,0,2,0
Gm53065,0,1,3,0,0,0
Gm28178,0,0,0,0,0,0
Gm5527,3,5,1,4,2,1
Nemp2,394,294,288,7,28,17
Gm37242,3,0,2,0,0,0
Mfsd6,3434,2203,2504,214,258,168
Gm29670,0,0,0,0,0,0
Gm28650,0,0,0,0,0,0
Inpp1,681,480,390,232,230,216
Hibch,408,252,271,23,22,17
Gm16107,0,0,0,0,0,0
1700019D03Rik,3,3,2,0,0,6
Mstn,0,2,0,0,0,0
Gm24349,0,0,0,0,0,0
1700019A02Rik,0,0,0,0,0,0
Pms1,253,143,179,34,35,22
Gm28777,0,2,2,0,0,0
Ormdl1,808,521,511,191,119,127
Gm28778,0,0,0,0,0,0
Osgepl1,89,65,52,24,16,15
Gm28551,2,0,0,0,0,0
Gm18800,0,0,0,0,0,0
Asnsd1,223,145,157,67,66,72
Gm50478,0,0,0,0,0,0
Gm28779,0,0,0,0,0,0
Gm6799,0,0,0,0,0,0
Gm6801,0,0,0,0,0,0
Dnah7a,0,0,0,0,0,0
ENSMUSG00002076105,0,0,0,0,0,0
Stk17b,2281,1456,1613,1429,1223,1245
Gm37863,0,0,0,0,0,0
Hecw2,2,7,6,0,0,0
Mir7681,0,0,0,0,0,0
Gm24251,0,0,0,0,0,0
Gm37633,0,0,0,0,0,0
Gm25829,0,0,0,0,0,0
Ccdc150,1,0,0,0,0,1
Gtf3c3,897,663,591,787,691,663
Gm34066,0,0,0,0,0,0
Pgap1,606,541,486,482,367,318
Gm36955,0,0,0,0,0,0
Gm19637,0,0,0,0,0,0
Ankrd44,1578,1170,1157,1593,1353,973
4930444A19Rik,0,0,0,0,0,0
Gm37370,0,0,0,0,0,0
ENSMUSG00002075552,0,0,0,0,2,0
A130048G24Rik,0,0,0,0,0,0
Sf3b1,10788,7224,7389,10813,9304,8501
E330011M16Rik,2,3,0,6,3,1
Coq10b,306,285,253,643,447,461
Gm17971,0,6,1,10,3,2
Hspd1,8130,5219,5086,5089,3990,3691
Hspe1,1873,1314,1389,1424,1315,1099
Gm5147,0,0,0,0,0,0
Gm16581,1,1,1,0,0,0
Mob4,1586,1003,1030,1363,1099,1128
Gm6822,1,1,2,4,0,2
Rftn2,64,27,56,5,3,10
Gm10561,3,2,0,1,0,0
Mars2,470,426,315,60,99,62
Boll,3,0,2,0,0,0
Gm8292,2,0,4,0,3,4
Btf3-ps17,0,0,0,0,0,0
Gm8531,0,0,0,0,0,0
Plcl1,20,26,30,71,67,58
Gm38056,0,0,0,4,0,0
Gm6644,0,0,0,0,0,0
Gm37382,0,0,0,0,0,0
9130227L01Rik,0,0,0,0,0,0
Gm36986,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0
Gm28900,0,0,0,0,0,0
Gm28240,0,0,0,0,0,0
Hsfy2,0,0,0,0,0,0
Satb2,214,135,119,40,13,13
9130024F11Rik,17,9,9,0,0,0
Gm4081,0,0,0,0,0,0
ENSMUSG00002075847,0,0,0,0,0,0
1700126A01Rik,0,0,0,0,0,0
BC055402,0,0,0,0,0,0
Gm5254,0,0,0,0,0,0
4930558J18Rik,19,18,15,6,12,0
1700066M21Rik,356,252,204,73,70,55
Tyw5,179,105,93,219,111,150
Maip1,261,159,158,267,273,286
Gm22371,0,0,0,0,0,0
U1|ENSMUSG00002076848.1,0,0,0,0,0,0
Gm8581,0,0,0,0,0,0
Gm37373,0,0,0,0,0,0
Gm17929,0,0,0,0,0,0
Spats2l,0,0,0,7,16,11
Gm17234,0,0,0,0,0,0
Kctd18,515,369,317,291,244,243
Sgo2a,222,221,180,41,62,44
Aox1,1,10,2,0,0,1
Aox3,0,0,0,0,0,0
Gm24548,0,0,0,0,0,0
Aox4,2,1,0,0,0,0
Gm15759,0,0,1,0,0,0
Aox2,1,0,0,1,2,0
Gm37607,10,19,12,5,1,3
Bzw1,10616,6626,7007,9408,8384,7354
Clk1,2296,1565,1579,1738,1520,1496
Ppil3,309,228,200,190,119,136
Nif3l1,614,413,439,344,333,255
Orc2,1063,685,838,510,381,410
Gm23966,2,2,0,0,5,0
Gm15834,0,0,10,2,1,6
Fam126b,565,345,335,239,153,184
Ndufb3,730,471,557,368,532,368
Gm29389,0,0,0,0,0,0
Gm18802,0,0,0,0,0,0
Cbx3-ps7,3,0,2,2,0,0
Flacc1,0,1,0,0,0,0
Gm20257,39,18,14,18,24,27
Gm28803,0,0,0,0,0,0
Cflar,2603,1798,2015,34518,34940,29539
Gm3841,0,0,0,0,0,0
Casp8,2613,1500,1593,4451,4468,3952
Gm37760,5,1,5,2,3,2
Gm28802,0,0,0,0,0,0
Trak2,2439,1606,1522,2014,1626,1503
Stradb,503,321,286,197,145,130
C2cd6,0,0,1,0,0,0
ENSMUSG00000047383,0,0,0,0,0,0
Gm29018,0,0,0,0,0,0
Gm25502,0,0,0,0,0,0
Tmem237,465,383,353,235,259,272
G730003C15Rik,9,2,2,0,2,0
Mpp4,5,2,2,0,0,0
Gm29017,1,0,3,0,0,3
Gm19125,0,0,0,0,0,0
Als2,948,632,659,482,410,364
Cdk15,28,23,21,11,12,7
Gm29016,0,0,0,0,0,0
Gm37737,0,0,0,0,0,0
Fzd7,1773,1211,1157,1833,1537,1433
Gm26813,25,10,25,53,48,20
Gm973,0,1,1,0,0,0
Gm28411,0,0,0,0,0,0
1700122D07Rik,0,0,0,0,0,0
Sumo1,1760,1287,1096,2149,1949,1888
7SK|ENSMUSG00002075401.1,0,0,0,0,0,0
D430013B06Rik,4,4,6,1,6,1
Gm29596,0,2,1,0,0,1
Nop58,3151,2013,2021,1797,1577,1330
Snord70,0,3,0,0,0,1
Gm26293,0,0,0,0,0,0
Gm26287,1,3,0,0,0,0
Snord11,0,0,0,0,0,0
Bmpr2,2617,1735,1789,2246,1977,1923
Gm38125,0,0,0,0,0,0
Gm37977,0,0,0,0,0,0
Fam117b,1463,859,894,207,180,183
Gm37531,0,0,0,0,0,0
Gm18829,0,0,0,0,0,0
Ica1l,0,0,7,0,0,1
Wdr12,1387,825,933,379,228,267
Carf,161,129,125,26,44,24
Gm15464,4,3,1,1,1,2
Nbeal1,1237,634,747,336,333,325
Gm29332,0,0,0,0,0,0
Cyp20a1,1420,799,832,672,696,520
6030460B20Rik,0,0,0,0,0,0
Abi2,739,624,526,360,379,317
Raph1,1335,809,988,690,570,471
Gm11575,7,1,2,0,0,0
Gm11576,0,0,0,0,0,0
Gm11578,0,0,0,0,0,0
Gm38388,0,0,0,0,0,0
ENSMUSG00002075076,0,0,0,0,0,0
Gm11577,0,0,0,0,0,0
Eif4a-ps4,282,180,155,236,220,177
Cd28,1813,1096,1222,88,58,48
Gm11579,0,1,3,0,0,0
2310016D23Rik,1,0,1,1,8,0
Gm37198,7,0,1,0,0,0
Gm11609,1,0,0,0,0,0
Gm11581,2,0,0,0,0,0
Gm38137,0,0,0,1,0,0
Ctla4,0,0,0,0,0,0
Rpl18-ps1,9,5,4,3,16,9
Gm11582,0,0,0,0,0,0
Icos,2,6,5,0,1,3
Gm37039,0,0,0,0,0,0
Rpl17-ps1,0,0,0,0,0,0
Gm11590,0,0,0,0,0,0
Gm11591,0,0,0,0,0,0
Gm28083,0,0,0,0,0,0
Gm11587,0,0,0,0,0,0
9530026F06Rik,0,0,0,0,0,0
Gm11588,0,0,0,0,0,0
U6|ENSMUSG00002075578.1,0,0,0,0,0,0
Gm28449,0,0,0,0,0,0
Gm36943,0,0,0,0,0,0
Gm28094,0,0,0,0,0,0
4930587A21Rik,0,0,0,0,0,0
Pard3b,5,8,7,5,2,2
Gm37205,0,0,0,0,0,0
Gm38012,0,0,0,0,0,0
Gm38278,0,0,0,0,0,0
Pard3bos1,0,0,0,0,0,0
Gm38075,0,0,0,0,0,0
Gm29640,0,0,0,0,0,0
Gm29641,0,0,0,0,0,0
Pard3bos2,0,0,0,0,0,0
Gm38351,0,0,0,0,0,0
Pard3bos3,0,0,0,0,0,0
Gm29084,0,0,0,0,0,1
Gm11600,0,0,1,0,0,0
Gm11599,0,0,0,1,0,0
Nrp2,14645,9142,10045,41070,37696,33149
Gm29083,2,0,0,0,2,0
Gm37121,27,25,12,17,20,19
Gm4208,0,0,0,0,0,0
Ino80d,1297,912,992,1035,851,852
Gm44468,0,0,0,0,0,0
Gm24942,0,0,0,0,0,0
Rps13-ps7,0,0,0,0,0,0
Rps27-ps1,0,3,0,0,0,0
Ino80dos,23,4,15,5,4,1
Gm20342,53,63,59,10,18,4
Ndufs1,2505,1784,1798,1698,1582,1357
ENSMUSG00002076280,0,0,0,0,0,0
Eef1b2,8457,5686,5691,6010,5341,4800
ENSMUSG00002076939,0,0,0,0,0,0
Gm26457,0,5,1,1,0,0
snoZ196,0,0,0,0,0,0
Snora41,11,1,13,6,0,0
Gpr1,0,0,0,0,0,0
ENSMUSG00002075004,0,0,0,0,0,0
Platr12,0,0,0,0,0,0
1700039I01Rik,0,0,0,0,0,0
Gm11608,0,0,0,0,0,0
ENSMUSG00002076057,0,0,0,0,0,0
Zdbf2,2,0,0,0,0,0
Gm23448,0,0,0,0,0,0
Gm11606,0,0,0,0,0,0
Gm11605,9,5,11,13,12,8
Adam23,0,3,0,1,0,0
Gm22281,0,0,0,0,0,0
Gm39653,0,0,0,0,0,0
Dytn,0,0,0,0,0,0
Gm12748,0,0,0,0,0,0
Mdh1b,0,0,0,0,0,0
Fastkd2,774,415,481,580,417,429
4933402D24Rik,5,0,1,0,0,0
Gm13751,0,0,0,0,0,0
Gm13754,0,0,0,0,0,0
Gm13749,0,0,0,0,0,0
Klf7,545,317,401,4682,4589,4166
Mir6899,0,0,0,0,0,0
Gm13748,1,0,0,4,1,0
Gm13750,1,0,0,0,0,0
Gm28981,2,1,1,3,4,1
ENSMUSG00002076107,0,0,0,0,0,0
Gm28980,0,0,0,0,0,0
Creb1,2280,1462,1539,1780,1652,1334
Mettl21a,405,210,241,166,156,133
Gm28982,5,0,1,0,5,0
Gm29152,0,0,0,0,0,0
2810408I11Rik,38,19,7,9,5,7
Ccnyl1,435,295,262,529,446,400
Fzd5,435,307,314,482,541,366
Gm38058,0,1,0,0,0,2
Plekhm3,2935,2066,2157,1653,1838,1695
Rpl31-ps24,0,0,0,0,0,3
Rpl10a-ps1,161,63,68,86,98,50
Gm24788,0,0,0,0,0,0
Akr1cl,0,0,0,0,0,0
Gm8550,0,0,0,0,0,0
Cryge,0,0,0,0,0,0
Crygd,0,0,0,0,0,0
Crygc,0,0,0,0,0,0
Crygb,0,0,0,0,0,0
Gm7329,0,0,0,1,0,0
Cryga,0,0,0,0,0,0
Gm28845,0,0,0,0,0,0
D630023F18Rik,4,0,10,0,0,0
Idh1,3954,2615,2575,1733,1399,1249
Pikfyve,2280,1517,1658,3965,3378,2488
Pth2r,0,0,0,0,1,0
Gm28927,0,0,0,0,0,0
Gm28926,0,0,0,0,0,0
Gm28925,0,0,0,0,0,0
Gm28923,0,0,0,0,0,0
Gm28922,0,0,0,0,0,0
Gm28728,0,0,0,0,0,0
Gm5255,0,0,0,0,0,0
Gm8805,0,0,0,0,0,0
Crygf,0,0,0,0,0,0
Gm8809,0,0,0,0,0,0
Gm15659,0,0,0,0,0,0
Gm8812,0,0,0,0,0,0
Map2,219,213,87,78,56,57
Gm24729,0,0,0,0,0,0
Gm10558,0,0,1,0,0,0
Gm25411,0,0,0,0,0,0
Unc80,0,0,0,83,104,76
Gm37181,0,0,0,0,0,0
Rpe,1378,920,1064,1666,1563,1611
Kansl1l,401,247,311,372,311,378
Gm37570,22,15,12,3,2,12
Gm38387,10,11,9,6,11,14
Gm38162,2,2,3,0,10,11
Gm15789,0,4,0,1,15,0
6820402A03Rik,1,3,11,8,0,15
Gm37285,11,9,5,30,23,20
Gm37755,1,4,6,3,4,5
Gm38218,0,0,0,0,6,0
Acadl,1632,1167,1062,2181,2083,1820
Gm15793,4,2,2,1,1,1
Gm27934,0,0,0,0,0,0
Gm25832,0,0,0,0,0,0
Myl1,0,0,0,0,0,0
Rpl31-ps14,1,0,0,5,1,0
Gm15826,0,0,0,0,0,0
Lancl1,761,592,553,323,268,266
Cps1,0,0,0,0,0,0
Gm15668,0,0,0,0,0,0
Gm26342,0,0,0,0,0,0
Kif22-ps,0,0,0,0,0,0
ENSMUSG00002076414,0,0,0,0,0,0
Gm15669,0,0,0,0,0,0
Gm37957,0,0,0,0,0,0
ENSMUSG00002074910,0,0,0,0,0,0
Gm15671,0,0,0,0,0,0
Erbb4,0,0,0,0,0,0
Gm37100,0,0,0,0,0,0
Gm15670,0,0,0,0,0,0
Gm25542,0,0,0,0,0,0
Gm19335,0,0,0,0,0,0
Gm37735,0,0,0,0,0,0
Gm37769,0,0,0,0,0,0
Gm37061,0,0,0,0,0,0
Gm16076,0,0,0,0,0,0
Gm8840,0,0,0,0,0,0
Pced1c-ps,0,0,0,0,0,0
Gm28497,0,0,0,0,0,0
Gm29113,0,0,0,0,0,0
Gm29114,0,0,0,0,0,0
Ikzf2,31,18,25,64,40,50
Gm29112,0,0,0,0,0,0
Gm28112,0,0,0,0,0,0
Gm37930,0,0,0,0,0,0
Spag16,0,0,0,0,0,0
7SK|ENSMUSG00002076719.1,0,0,0,0,0,0
Gm23879,0,0,0,0,0,0
Gm28580,0,0,0,0,0,0
Gm38272,0,0,0,0,0,0
Gm37456,0,0,0,0,0,0
Gm23422,0,0,0,0,0,0
Vwc2l,0,0,0,0,0,0
Bard1,368,315,346,85,114,77
Gm16236,1,0,0,0,0,0
Gm8870,0,0,0,0,0,0
Abca12,0,0,0,0,0,0
Gm6947,0,0,0,0,0,0
Atic,4775,3009,3036,2176,1948,1758
Fn1,27,18,13,91,30,47
Apol7d,0,0,0,0,0,0
Gm5829,0,0,0,0,0,0
Gm5256,2,0,0,1,0,1
Gm37217,0,0,0,0,0,0
Gm8883,1,0,0,0,0,0
Gm28818,0,0,0,0,0,0
4933417E11Rik,0,0,0,0,0,0
4930556G22Rik,0,0,0,0,0,0
Gm5528,0,0,1,1,0,1
Gm8885,2,2,0,5,0,2
Gm4319,0,0,0,0,0,0
Mreg,19,12,12,80,43,64
Gm25360,0,0,0,0,0,0
Gm23472,0,0,2,0,0,0
Gm24497,0,0,0,0,0,0
Gm25939,0,0,0,0,0,0
Pecr,168,100,120,84,55,55
Tmem169,0,0,0,0,0,1
Xrcc5,71,64,60,32,16,43
Marchf4,0,0,0,0,0,0
Gm15843,0,1,0,3,1,2
Smarcal1,756,541,547,337,281,306
Gm39662,0,0,0,0,0,0
Ankar,0,0,0,0,0,0
Gm18035,0,0,0,0,0,0
Gm45859,0,0,0,0,0,0
Rpl37a,10538,7178,6840,8621,7996,6768
Igfbp2,0,0,0,0,0,0
Igfbp5,0,0,0,0,0,0
1700027A15Rik,0,0,0,0,0,0
Tnp1,0,0,0,0,0,0
Gm38106,0,0,0,0,0,0
Gm29185,0,0,0,0,0,0
Gm29184,0,0,0,0,0,0
Pinc,0,0,0,0,0,0
ENSMUSG00002076669,0,0,0,0,0,0
D530049I02Rik,0,0,0,0,0,0
Gm9553,0,0,0,0,0,0
C530043A13Rik,0,0,0,0,0,0
Gm29186,0,0,0,0,0,0
6030407O03Rik,0,0,0,0,0,0
Gm29183,0,0,0,1,0,0
5S_rRNA|ENSMUSG00002076885.1,0,0,0,0,0,0
Mir6351,0,0,0,0,0,0
Tns1,1140,626,850,87,57,61
Rufy4,5,0,1,5,0,0
Cxcr2,14,13,8,28,5,6
Cxcr1,2,0,0,0,0,0
Mir1928,0,1,0,0,0,0
Gm25524,0,0,0,0,0,0
Arpc2,28349,17851,18220,20617,18824,16693
Gpbar1,0,0,0,0,0,0
Aamp,3120,2331,2322,2860,2387,2154
Gm28364,0,0,0,0,0,0
Pnkd,329,271,294,822,600,651
Gm37503,0,0,3,6,1,0
Tmbim1,3767,2281,2592,2217,2221,1637
Gm29358,0,0,0,0,0,0
Gm37931,1,0,0,0,0,0
Catip,24,14,9,5,1,2
Slc11a1,7579,5314,4946,5392,4671,4387
Ctdsp1,3928,2830,2841,1465,1514,1297
Mir26b,8,0,1,0,5,4
Vil1,0,0,0,0,0,1
Usp37,1105,617,741,262,296,277
Gm37733,1,0,0,0,1,0
Cnot9,2442,1701,1756,1186,1007,934
Plcd4,5,2,3,0,0,0
Zfp142,464,268,331,191,187,176
ENSMUSG00002075545,0,0,0,0,0,1
Bcs1l,307,200,187,83,77,77
Rnf25,629,428,421,480,442,407
Stk36,49,36,21,2,1,0
Ttll4,744,556,562,128,84,96
Cyp27a1,479,348,309,73,115,58
Prkag3,2,0,0,0,0,0
ENSMUSG00002075611,0,0,0,0,0,0
Wnt6,14,19,10,29,16,15
Gm29539,0,0,0,0,0,0
Wnt10a,0,0,0,0,1,0
Gm16582,0,0,0,0,0,0
Cdk5r2,0,0,0,0,0,0
Fev,0,0,0,0,0,0
Cryba2,0,0,0,0,0,0
Mir375,0,0,0,0,0,0
Cfap65,0,0,0,2,0,0
Gm15841,0,0,0,0,0,0
Ihh,0,7,0,0,0,3
Gm37744,0,3,0,0,0,0
Nhej1,141,87,106,106,81,87
Slc23a3,1,0,4,2,0,0
Cnppd1,3015,1925,2073,5072,4622,4051
Retreg2,3620,2492,2364,3505,3384,2926
Zfand2b,550,366,336,990,997,690
Abcb6,47,31,24,29,14,18
Gm29253,0,0,0,0,0,0
Atg9a,1001,545,582,1339,1243,1144
Ankzf1,722,485,503,382,395,332
Glb1l,439,297,289,221,168,211
ENSMUSG00002076477,0,0,0,0,0,0
Stk16,1007,695,674,547,454,455
Tuba4a,1576,1109,1112,1081,859,835
A630095N17Rik,0,0,0,0,0,0
Gm50472,0,0,0,0,0,0
Dnajb2,284,230,225,367,399,271
Ptprn,109,85,44,188,148,121
Gm28294,0,0,0,0,0,0
Resp18,0,0,0,0,0,0
Gm28902,0,0,0,0,0,0
Dnpep,944,669,630,550,468,438
Des,0,0,0,0,0,0
Gm15179,0,0,0,0,0,0
Speg,1615,1060,1236,84,54,57
Gm15178,0,0,0,0,0,0
Gmppa,1306,987,890,730,676,599
Asic4,0,0,0,0,0,0
Gm37264,0,0,0,0,0,0
Chpf,59,35,28,17,23,23
Obsl1,0,0,0,0,0,0
Tmem198,6,3,0,5,0,0
Inha,0,0,0,0,0,0
Gm15181,0,0,0,0,0,0
Stk11ip,1553,1058,1057,426,412,337
Gm15183,0,0,0,0,0,0
Slc4a3,14,14,19,7,3,9
Gm15180,0,0,0,0,0,0
Gm15182,0,0,0,0,0,0
Gm5257,0,0,0,0,0,0
Gm29065,0,0,0,0,0,0
Gm29068,0,0,0,0,0,0
Gm29069,0,0,0,0,0,0
Gm17751,0,0,0,0,0,0
Mir6343,0,0,0,0,0,0
Gm816,0,0,0,0,0,0
Gm38265,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002076350.1,0,0,0,0,0,0
Epha4,7,3,7,442,448,378
Mir6352,0,0,0,0,0,0
Gm28386,0,0,0,0,0,0
Gm28385,0,0,0,0,0,0
Gm26263,0,0,0,0,0,0
Gm28387,0,0,0,0,0,0
Pax3,0,0,0,0,0,0
Gm2102,0,0,0,0,0,0
Sgpp2,0,0,2,3,1,0
Gm28410,0,0,0,0,0,0
Gm37884,0,0,0,0,0,0
Farsb,2065,1470,1313,1185,1027,879
Gm28995,0,0,0,0,0,0
4833412K13Rik,9,12,2,0,0,0
BC035947,0,0,0,0,0,0
Mogat1,0,0,0,0,0,0
5730419F03Rik,0,0,0,0,0,0
Gm29611,0,0,0,0,0,0
Acsl3,859,635,501,83,55,33
Utp14b,483,367,359,35,27,39
Gm6159,6,1,4,11,1,0
Gm29536,0,0,0,0,0,0
Kcne4,0,0,0,0,0,0
Gm29187,0,0,0,0,0,0
Gm5830,1,4,3,4,0,1
Scg2,0,0,0,0,0,0
Gm19027,0,0,0,0,0,0
Gm24160,0,0,0,0,0,0
Ap1s3,512,377,333,327,308,302
Gm37886,0,0,0,1,0,0
Wdfy1,1232,727,799,959,947,832
Gm10555,0,0,0,1,2,0
Mrpl44,718,470,507,599,560,533
Serpine2,37,11,6,39,23,16
Gm5529,12,5,10,8,8,16
Gm28071,0,0,0,1,0,0
Gm28058,0,0,0,0,0,0
Gm23934,0,0,0,0,0,0
Gm38339,0,0,0,2,1,0
9830004L10Rik,0,0,0,0,0,0
Fam124b,0,0,0,0,0,0
2310015K22Rik,0,0,0,0,0,0
Gm37932,0,0,0,0,0,0
Cul3,3537,2349,2397,3782,3199,3037
Gm37902,1,3,1,4,9,6
Gm37262,0,0,0,0,0,0
Gm29125,0,0,0,0,0,0
Gm6189,0,0,0,0,0,0
1700016L21Rik,0,0,0,0,0,0
Gm45261,0,0,0,0,0,0
Dock10,6374,3880,4276,15429,14452,12798
Gm37645,0,0,0,1,0,0
Gm38062,0,0,2,0,0,0
A630081D01Rik,0,0,0,0,0,0
Gm29124,0,0,0,0,0,0
Gm28066,0,0,0,0,0,0
Nyap2,3,0,2,0,0,0
Gm37210,0,0,0,0,0,0
Gm6198,0,0,0,0,0,0
Gm5530,2,0,0,6,4,3
Gm7516,0,0,1,0,0,3
Gm37114,0,0,0,0,0,0
Mir6344,0,0,0,0,0,0
Irs1,0,0,0,0,0,0
Gm9747,0,0,0,0,0,0
Rhbdd1,1403,806,825,781,702,672
Gm19552,0,0,0,3,0,0
Gm28940,0,0,0,0,0,0
ENSMUSG00002075724,0,0,0,0,0,0
Col4a4,4,2,3,7,0,0
Col4a3,3,4,1,0,7,3
5S_rRNA|ENSMUSG00002075966.1,0,0,0,0,0,0
C430014B12Rik,1,1,0,1,0,1
Mff,1848,1268,1160,1463,1178,1322
Gm28941,14,1,8,6,3,2
Tm4sf20,0,0,0,0,0,0
Gm47791,0,0,0,0,0,0
Gm19257,0,0,0,0,0,0
Gm36999,0,0,0,0,0,0
Gm28942,0,0,0,0,0,0
Gm17764,0,0,0,0,0,0
ENSMUSG00002074851,0,0,0,0,0,0
Agfg1,2825,1882,1938,3897,3597,3330
A030005L19Rik,2,4,0,9,8,2
A030014E15Rik,0,0,0,0,0,0
Gm6217,0,0,0,0,0,0
A030003K21Rik,0,0,0,0,0,0
Gm7544,0,0,0,0,0,0
Gm47955,0,0,0,0,0,0
Gm47959,0,0,0,0,0,0
Gm7553,0,0,0,1,0,0
Slc19a3,0,0,0,0,0,0
Gm7539,0,0,0,0,0,0
Krtap28-10,0,0,0,0,0,0
Gm47969,0,0,0,0,0,0
A030005K14Rik,0,0,0,0,0,0
Krtap28-13,0,0,0,0,0,0
Gm29518,0,0,0,0,0,0
Ccl20,0,0,0,0,0,0
Gm29519,0,0,0,0,0,0
Daw1,0,0,0,0,0,0
Gm6244,0,0,0,0,1,0
5S_rRNA|ENSMUSG00002075005.1,0,0,0,0,0,0
Sphkap,0,0,0,0,0,0
Gm6374,1,0,0,0,0,0
Gm37517,0,0,0,0,0,0
Gm37989,0,0,0,0,0,0
4933436I20Rik,0,0,0,0,0,0
ENSMUSG00002076780,0,0,0,0,0,0
Gm24555,0,0,0,0,0,0
Pid1,17241,11235,11385,13776,13128,12075
Gm37058,0,0,0,3,0,0
Gm18304,2,0,0,4,2,0
Mir6353,0,0,0,0,0,0
Dner,103,46,48,60,75,61
Gm37959,0,0,0,0,0,0
Gm37925,0,0,0,0,0,0
Mir5126,0,0,0,0,0,0
Trip12,8346,5158,5609,12440,11521,10347
Gm38374,0,0,1,1,0,0
Gm37738,2,0,2,2,3,0
Fbxo36,53,25,23,26,20,13
Slc16a14,0,0,0,0,0,0
Gm15433,0,1,0,1,5,2
Gm29284,0,0,0,1,1,1
C130026I21Rik,2,12,2,171,113,154
Rpl19-ps1,3,1,2,4,5,5
ENSMUSG00002076475,0,0,0,0,0,0
Gm7582,0,0,0,7,15,6
Gm53056,0,2,0,6,4,15
Gm2389,0,0,0,16,8,4
Gm18342,4,1,0,39,41,41
A530032D15Rik,17,8,16,268,289,252
Gm10553,0,0,0,0,6,4
A530040E14Rik,83,48,55,1663,1896,1380
Gm16038,0,0,0,0,3,0
Gm52951,0,0,0,0,0,0
Gm6264,0,0,0,8,14,2
Gm52950,0,0,0,0,0,0
Gm7609,0,0,0,0,15,7
Gm16028,6,0,0,4,6,5
Gm16026,0,0,0,7,17,7
Gm2619,0,0,1,0,1,0
Gm16025,0,0,0,0,0,0
Gm7281,0,0,0,0,0,0
Gm52955,0,0,0,0,0,0
Gm2427,0,0,0,10,3,4
Gm16092,0,0,0,0,0,0
Gm7592,0,0,5,14,7,14
ENSMUSG00000118632,0,0,0,0,1,0
G530012D18Rik,0,0,0,0,0,0
Sp110,1381,866,777,8700,8472,7566
Gm16094,1,0,0,37,36,49
Sp140,632,383,373,11216,10820,9538
Gm10552,4,2,1,11,6,8
Gm17017,6,14,7,87,106,66
Sp100,2875,1696,1689,13481,12670,12230
5S_rRNA|ENSMUSG00002075189.1,0,0,0,0,0,0
A630001G21Rik,1019,736,686,1746,1632,1495
Mir8096,0,0,0,0,0,0
ENSMUSG00002076791,0,0,0,0,0,0
9930111H07Rik,0,1,0,0,0,0
Metazoa_SRP|ENSMUSG00002075989.1,0,0,0,0,0,0
Cab39,9154,5901,5902,4054,3604,3188
Itm2c,4442,2998,2932,3722,3398,2808
4933407L21Rik,0,0,0,0,0,0
Gm28884,0,0,0,0,0,0
Gpr55,5,0,0,3,1,5
Gm28100,0,0,0,1,0,0
Gm18180,9,1,0,1,3,0
Spata3,0,0,0,0,0,0
2810459M11Rik,0,0,0,3,1,0
Psmd1,5427,3339,3606,4122,3526,3508
Gm22786,0,0,0,0,0,0
Htr2b,46,43,35,5,10,4
Gm37914,3,4,4,0,3,0
Gm21972,0,0,0,0,0,0
Armc9,190,100,95,50,38,18
Gm16341,0,0,0,0,0,2
B3gnt7,65,62,65,263,184,149
